id	idolId	name	evolutionName	rarity	attribute	type	appeal	stamina	technique	skillId	skillTitle	skillFields	conditionFields	personalSkillIds	skillFields1	conditionFields1	skillFields2	conditionFields2
406	riko	あーーーーっ！いた！！	MIRACLE WAVE	SR	active	guard	5446	7623	5082	shieldGain_probability_none	奇跡の波を乗り越えて	stamina,27	30	staminaPlus_passive_sameAttribute,shieldGain_acSuccess_none	3.2		stamina,2.4	100
407	chika	こっちのボタンを......あれ？	スチームパンク☆アドベンチャー	UR	pure	guard	8282	13310	7985	staminaRecovery_probability_none	千歌にお任せ♪	stamina,32	33	staminaPlus_passive_sameAttribute,damageReduction_changeTeamTimes_none	5.2		1,44	100,2
408	setsuna	は、花......花びらです！	スチームパンク☆アドベンチャー	UR	natural	voltage	9302	7099	8078	appealUp_probability_sameAttribute	最高の旅へご案内いたします♪	5,6.7	33	appealPlus_passive_sameAttribute,voltageGain_acSuccess_none	5.2		appeal,10	100
409	kotori	彼方さんの運命候補達です	KiRa-KiRa Sensation!	SR	smile	sp	5735	5283	4073	skillInvocationUp_probability_sameTeam	いくよ、せーのっ！	5,4	30	techniquePlus_passive_sameTeam,spSkillUp_acStartTimes_none	5		technique,8.6	100,2
410	kanata	完全無欠のチーズケーキの研究	虹色Passion！	SR	natural	skill	5583	4375	5130	appealUp_probability_sameTeam	溢れだす気持ち	5,4.2	30	appealPlus_passive_sameTeam,skillInvocationUp_acStart_sameTeam	5		5,4	100
411	yoshiko	どうしよう、どうしよう！？	Angel of Eden	UR	active	sp	13171	7388	11566	spSkillUp_probability_none	二人きりの楽園	appeal,40	33	appealPlus_passive_sameAttribute,spGaugeGainRate_acStart_none	5.2		appeal,1	100
412	rin	えへへ、冷たくて気持ちいいね～	Rin‘s アトリエ	UR	natural	voltage	13814	6103	12208	voltageGain_probability_none	とっておきのドレスだよ	appeal,42	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameTeam	5.2		2.5	100
413	shioriko	私の恰好、変ではありませんか？	清純♡ラブリーモーメント	UR	cool	guard	8352	14456	9315	staminaRecovery_probability_none	まるで夢みたいです	stamina,40	33	staminaPlus_passive_sameAttribute,revival_musicStart_none	5.2		9	50
414	kanan	よーし、そのいき！	MIRACLE WAVE	SR	cool	voltage	7078	4355	6715	appealUp_probability_sameTeam	みんなとなら、きっとできる！	5,7	30	appealPlus_passive_sameTeam,voltageGain_acSuccess_none	5		appeal,7.6	100
415	karin	これは......パンダのクッキー？	虹色Passion！	SR	pure	guard	5807	6898	5446	shieldGain_probability_none	素直な気持ちで	stamina,27	30	staminaPlus_passive_sameTeam,damageReduction_changeTeamTimes_none	5		5,5.4	100,3
416	hanamaru	おーい、ことりさーん！	ピュアホワイト♡	UR	smile	voltage	12718	6210	10648	appealUp_probability_sameTeam	マルの気持ち、伝わったずら？	5,9	33	appealPlus_passive_sameTeam,appealUp_changeTeam_sameAttribute	7		3,2	100
417	rina	お願い、力をかして	ピュアホワイト♡	UR	cool	guard	7849	13660	7557	damageReduction_probability_none	喜んでくれると、いいな	4,33	33	staminaPlus_passive_sameTeam,shieldGain_acStart_none	7		stamina,3.2	100
418	nozomi	……このことだったんやね	KiRa-KiRa Sensation!	SR	elegant	skill	6898	3992	7262	voltageUp_probability_sameTeam	ひとつになって	5,5.4	30	techniquePlus_passive_sameTeam,skillInvocationUp_acStart_sameTeam	5		5,7	100
419	kotori	ちゃんと届きますように！	ピュアホワイト♡	UR	elegant	skill	8078	7833	8568	spGaugeGainRate_probability_none	しあわせにな〜れ♡	sp,8	33	techniquePlus_passive_sameAttribute,criticalPlus_musicStart_everyone	5.2		1.2	100
420	you	手触りもたまらない	MIRACLE WAVE	SR	natural	guard	4073	6038	4980	shieldGain_probability_none	限界を超えて	stamina,27	30	staminaPlus_passive_sameTeam,staminaRecovery_damage_none	5		stamina,25	2000,40
421	emma	だから……ぎゅーっ！	虹色Passion！	SR	active	sp	5735	4073	5283	spGaugeGainUp_probability_everyone	好きなことを、まっすぐに	2,10.5	30	techniquePlus_passive_myself,spGaugeGainRate_musicStart_none	7		technique,4	100
422	dia	素晴らしいアイデアです！	ホーリーダイアモンド	UR	cool	voltage	13015	6802	9760	voltageUp_probability_sameAttribute	この祈りが届きますように	5,7.2	33	appealPlus_passive_sameTeam,voltagePlus_musicStart_sameAttribute	8.4		2	100
423	umi	私もさっき来たところです	KiRa-KiRa Sensation!	SR	elegant	voltage	7442	6354	4355	voltageGain_probability_none	この瞬間を楽しみましょう	appeal,37	30	appealPlus_passive_myself,appealUp_acSuccess_everyone	7		3,4	100
424	ruby	逃げないって決めたのっ！！	サイバーワールド	UR	natural	voltage	12754	8397	9955	appealUp_probability_sameAttribute	ルヴィとリンクしよう♡	5,7.2	33	appealPlus_passive_sameAttribute,appealUp_acSuccess_sameAttribute	5.2		5,4	100
425	maki	じゃあね、かすみ♪	サイバーワールド	UR	smile	guard	7466	13688	9955	shieldGain_probability_none	ジャックしちゃうわ♪	stamina,32	33	staminaPlus_passive_sameAttribute,shieldGain_damage_none	5.2		stamina,5	500,10
426	mari	うふっ、この瞬間を待ってたわ～	MIRACLE_WAVE	SR	cool	sp	7436	4576	7055	spSkillUp_probability_none	どーん行くよ♪	appeal,22	30	appealPlus_passive_sameTeam,appealUp_spSkillTimes_everyone	5		5,4	100,4
427	ayumu	行きます、鞠莉さん！	サイバーワールド	UR	natural	sp	7802	7540	10662	spGaugeGainRate_probability_none	まだログアウトしちゃダメだよ？	sp,8	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_ayumu	5.2		3	100
428	eri	引っ掛かった私の負けだわ	KiRa-KiRa Sensation!	SR	pure	skill	5603	4963	5443	criticalRateUp_probability_sameAttribute	想いが導いた場所	3,10	30	techniquePlus_passive_myself,voltageGain_criticalTimes_none	7		technique,10	100,10
429	kasumi	とっておきの方法をかんがえました！	虹色Passion！	SR	cool	guard	4161	7045	4804	staminaRecovery_probability_none	かすみんに注目ですよ！	stamina,29	30	staminaPlus_passive_sameTeam,staminaRecovery_acSuccess_none	5		stamina,6.6	100
430	hanayo	今は我慢......節制......！	イノセント・ヒーリング	UR	natural	guard	8160	14688	9792	staminaRecovery_probability_none	疲れたらここにおいで♡	stamina,40	33	appealPlus_passive_sameTeam,damageReduction_changeTeamTimes_none	5		1,30	100,5
431	ai	はい、にっこり～♪	ロマンティック・ローズ	UR	smile	skill	12529	5140	14456	criticalRateUp_probability_sameTeam	Falling in 愛♡	5,20	33	appealPlus_passive_sameAttribute,voltageGain_criticalTimes_none	5.2		technique,15	100,10
432	yoshiko	い、いつもはこんなことないのよ	MIRACLE_WAVE	SR	smile	sp	6864	5722	6484	spGaugeGainRate_probability_none	ヨハネに任せて！	sp,7	30	appealPlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	3.2		appeal,4	100
433	setsuna	ぐすっ......何度見ても名作です！	虹色Passion！	SR	cool	voltage	7246	5529	6293	voltageUp_probability_sameAttribute	溢れだすダイスキ	5,5.2	30	appealPlus_passive_sameAttribute,voltagePlus_musicStart_sameAttribute	3.2		1	100
434	shizuku	私にとって、大切な思い出	Cherry blossom fairy	UR	pure	sp	12684	11066	7904	spSkillUp_probability_none	やっと会えましたね	appeal,32	33	appealPlus_passive_sameAttribute,voltageGain_spSkillTimes_none	5.2		appeal,7	100,10
435	dia	なんと美しいのでしょうか......	Cherry blossom fairy	UR	natural	guard	8030	13814	10281	shieldGain_probability_none	手をとってくださる？	stamina,32	33	staminaPlus_passive_sameTeam,shieldGain_damageTimes_none	7		stamina,33	350,100,3
436	rina	いっぱい食べてね	Just Belive!!!	SR	natural	guard	5314	7479	6889	damageReduction_probability_none	いっしょにゴーゴー！	5,22	30	staminaPlus_passive_sameTeam,shieldGain_acStart_none	5		stamina,2.4	100
437	niko	まるで、夢の世界みたい♪	Cherry blossom fairy	UR	elegant	skill	8649	7837	10539	skillInvocationUp_probability_sameTeam	にこにースマイル満開♡	5,5	33	techniquePlus_passive_sameTeam,skillInvocationUp_acStart_sameAttribute	7		5,7	100
438	yoshiko	風よ、ヨハネに従いなさい！	HAPPY PARTY TRAIN	SR	pure	skill	5818	3988	6814	staminaRecovery_probability_none	思い出はここに	technique,29	30	techniquePlus_passive_myself,voltageGain_changeTeam_none	7		appeal,3	100
439	nozomi	つぼみを見るだけでもウチは幸せ	No brand girls	SR	cool	sp	5984	4987	5650	spGaugeGainUp_probability_everyone	勇気があれば大丈夫やで♪	5,4.2	30	appealPlus_passive_myself,spSkillUp_acStart_none	7		appeal,2.6	100
440	honoka	す～......す～......	キャプテン☆穂乃果	UR	pure	skill	11566	6426	14137	staminaRecovery_probability_none	まだ見ぬ世界へ！	technique,32	33	appealPlus_passive_sameAttribute,skillInvocationUp_spSkill_sameAttribute	6.5		3,10	100
441	kanata	こっちにおいで	Just Belive!!!	SR	elegant	voltage	8266	3739	7676	voltageUp_probability_sameType	テンション最高潮♪	5,5.2	30	appealPlus_passive_sameType,appealUpType_acStart_sameTeam	4.2		3,voltage,1	100
442	rin	ごろごろすると気持いいにゃ～	signs of spring	UR	active	voltage	13171	9638	9315	voltageGain_probability_none	凛と遊ぼ！	appeal,37	33	appealPlus_passive_sameTeam,skillInvocationUp_acSuccess_sameAttribute	7		5,15	100
443	kasumi	かすみん、ただいま戻りました！	Just Belive!!!	SR	pure	voltage	5984	4987	5650	voltageGain_probability_none	かすみんに任せてください☆	appeal,37	30	appealPlus_passive_sameTeam,voltageGain_acSuccessOnce_none	5		appeal,77	100
444	karin	花占い	signs of spring	UR	elegant	guard	7588	13912	10118	shieldGain_probability_none	花の香りに誘われて	stamina,32	33	staminaPlus_passive_sameAttribute,staminaRecovery_staminaTimes_none	5.2		stamina,28	80,100,2
445	chika	逃げろ！	signs of spring	UR	natural	sp	8918	6756	11351	spGaugeGainUp_probability_sameGrade	ハチミツよりあま～い時間	3,45	33	techniquePlus_passive_sameGrade,spGaugeGainUp_acStart_sameGrade	5.2		3,18	100
446	hanayo	凛ちゃんの居場所、分かったかも	No brand girls	SR	elegant	guard	5318	7313	3988	damageReduction_probability_none	勇気で未来を見せて	5,20	30	staminaPlus_passive_everyone,staminaRecovery_stamina_none	2.2		stamina,20	80,100
447	ruby	はい、これでもう大丈夫♪	HAPPY PARTY TRAIN	SR	smile	skill	6338	4225	4528	criticalRateUp_probability_sameAttribute	奇跡をつくるんだぁ！	3,10	30	appealPlus_passive_myself,voltageGain_acSuccess_none	7		appeal,7.6	100
448	riko	うわああああああ！！	ラブリー♡ナース	UR	active	sp	13056	9792	9792	spGaugeGainRate_probability_none	診療のお時間です♡	sp,9	33	appealPlus_passive_sameTeam,skillInvocationUp_spSkill_myself	7		3,30	100
449	emma	こ、ここがダガシヤさん......！	Relaxing Lullaby	UR	natural	skill	12529	5140	14456	criticalRateUp_probability_sameTeam	エマと癒しの時間	5,20	33	appealPlus_passive_sameAttribute,criticalRateUp_spSkill_sameAttribute	5.2		5,15	100
450	maki	......まだ来そうにないわね	No brand girls	SR	active	guard	5314	7282	7085	damageReduction_probability_none	壁は壊せるもの♪	3,35	30	staminaPlus_passive_sameAttribute,staminaRecovery_acStartTimes_none	3.2		stamina,12	100,4
451	hanamaru	一緒に砂のお城を作るずら！	HAPPY PARTY TRAIN	SR	natural	sp	6297	4920	8462	spGaugeGainRate_probability_none	ステキな旅に出よう	sp,7	30	appealPlus_passive_sameAttribute,spGaugeGainUp_spSkillOnce_sameAttribute	3.2		10,24	100
452	kanan	ジャジャーン。かぶとの完成！	ドリーミー☆キッズランド	UR	cool	guard	11244	8352	12529	shieldGain_probability_none	果南お姉さんと遊ぼう	stamina,32	33	staminaPlus_passive_sameAttribute,staminaRecovery_acSuccess_none	5.2		stamina,8.5	100
453	rina	私はすごく嬉しかった	ドリーミー☆キッズランド	UR	pure	voltage	14228	4109	13280	voltageUp_probability_sameSchool	離さないからね、ぎゅーっ！	3,10	33	appealPlus_passive_sameAttribute,voltagePlus_musicStart_sameAttribute	5.2		2	100
454	eri	これをこうして、こうして......	No brand girls	SR	natural	guard	6494	7676	5511	staminaRecovery_probability_none	期待溢れる未来へ！	technique,32	30	staminaPlus_passive_sameAttribute,shieldGain_acSuccess_none	3.2		stamina,6.6	100
455	umi	穂むらの餡は他とは全然違う	ドリーミー☆キッズランド	UR	active	skill	10539	7296	9189	appealUp_probability_sameSchool	今日は一日中遊びましょう♪	5,7.6	33	appealPlus_passive_sameSchool,skillInvocationUp_acSuccess_sameAttribute	5.2		5,36	25
456	ayumu	ジャジャーン、鯉のぼりでーす	Just Belive!!!	SR	cool	skill	5818	3655	7147	shieldGain_probability_none	限界の向こうへ！	stamina,27	30	techniquePlus_passive_myself,criticalRateUp_changeTeam_sameAttribute	7		2,8	100
457	mari	璃奈ちゃんボードをプレゼント！	HAPPY PARTY TRAIN	SR	active	voltage	6980	4155	5484	voltageGain_probability_none	思いを乗せて	appeal,37	30	appealPlus_passive_sameGrade,skillInvocationUp_musicStart_everyone	3.2		10,8	100
458	kanata	ドッキリ、だーいせーいこー	ふわふわ♡おやすみタイム	UR	elegant	sp	12015	4109	15492	spGaugeGainRate_probability_none	アラーム設定解除	sp,9	33	appealPlus_passive_sameAttribute,voltageGain_spSkillTimes_none	6.5		appeal,30	100,20
459	kotori	海未ちゃんを思って作ったんだ	No brand girls	SR	elegant	voltage	7874	7479	4328	voltageUp_probability_sameType	一進一跳！	5,5.2	30	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameAttribute	3.2		3	30
460	yoshiko	ダークネスドクター	Around the World	UR	smile	skill	12529	4497	15100	appealUp_probability_sameGrade	闇に染まった天界をご案内するわ	5,7.2	33	appealPlus_passive_sameTeam,criticalRateUp_appeal_sameTeam	7		3,10	20
461	kasumi	怪しげなかすみん	Around the World	UR	active	guard	5374	14228	12015	staminaRecovery_probability_none	スペシャルプランをお楽しみに♪	stamina,32	33	appealPlus_passive_sameAttribute,appealUp_musicStart_sameAttribute	5.2		5,4	100
462	you	降るような星空	HAPPY PARTY TRAIN	SR	elegant	skill	5511	6297	7874	voltageUp_probability_sameAttribute	明日が呼んでる！	5,5.2	30	appealPlus_passive_sameAttribute,voltageGain_changeTeam_none	3.2		technique,20	20
463	maki	急がないと遅れるわね	Around the World	UR	natural	voltage	11351	10812	4864	appealUp_probability_sameAttribute	まもなく出発です♪	5,7.2	33	appealPlus_passive_sameGrade,voltageUp_acSuccess_sameGrade	5.2		5,8	50
464	emma	遠慮しないで、ア～ン	Just Belive!!!	SR	elegant	guard	3988	6980	5650	staminaRecovery_probability_none	信じる力は無限大！	stamina,32	30	staminaPlus_passive_myself,staminaRecovery_acSuccess_none	7		stamina,6.6	100
465	niko	私も歌いたくなっちゃうわ	No brand girls	SR	cool	voltage	7313	3655	5650	voltageGain_probability_none	うん、負けないから！	appeal,37	30	appealPlus_passive_myself,appealUp_acSuccess_everyone	7		10,4	50
466	nozomi	思わぬ出会いがあるもんやね	藤色美人	UR	cool	sp	14035	5875	12729	spSkillUp_probability_none	晩春の散策	appeal,40	33	appealPlus_passive_sameTeam,spSkillUp_spSkillTimes_none	7		appeal,30	100,10
467	hanamaru	むー！あがらないぃぃぃ......！	不思議の国のマル	UR	natural	voltage	14688	4243	13708	voltageGain_probability_none	ここなら安全ずらよ♪	appeal,42	33	appealPlus_passive_sameTeam,appealPlus_acSuccess_sameTeam	7		0.8	100
468	chika	しいたけ待って～～！	HAPPY PARTY TRAIN	SR	active	guard	5905	8659	5117	staminaRecovery_probability_none	出発進行、ゴーゴー！	stamina,32	30	staminaPlus_passive_sameAttribute,staminaRecovery_acSuccess_none	3.2		stamina,6.6	100
469	ai	ちゃんと気持ちを出せてるじゃん	Just Belive!!!	SR	smile	sp	5511	6297	7874	spGaugeGainRate_probability_none	ノーリミット！	sp,7	30	staminaPlus_passive_sameAttribute,staminaRecovery_spSkillTimes_none	3.2		stamina,10	100,10
470	ruby	カタツムリさんを見てるの	雨に映える花	UR	active	skill	12529	5140	14456	criticalRateUp_probability_sameTeam	どこにいても見つけてね	3,30	33	appealPlus_passive_sameAttribute,criticalRatePlus_acStart_sameTeam	5.2		5	100
471	ayumu	栞子ちゃん聞いて！	雨に映える花	UR	cool	guard	10600	8352	13171	appealUp_probability_sameType	あなとなら雨も楽しい！	5,8.2	33	appealPlus_passive_sameAttribute,damageReductionAc_acSuccess_none	4.2		12	50
472	honoka	あーん！お尻打った～！	No brand girls	SR	active	sp	7282	5117	7282	spGaugeGainRate_probability_none	チャンスを掴まえて	sp,7	30	appealPlus_passive_sameAttribute,spSkillUp_acStart_none	3.2		appeal,8	30
473	shioriko	色が変わっていくんです	Just Belive!!!	SR	natural	guard	5426	8139	5814	damageReduction_probability_none	フルスロットル！	10,10	30	staminaPlus_passive_everyone,staminaRecovery_acSuccess_none	2.2		stamina,6.6	100
474	eri	たまには悪くないわね♪	雨に映える花	UR	cool	sp	4052	10270	12702	staminaRecovery_probability_none	私とどっちが綺麗かしら	technique,32	33	staminaPlus_passive_sameAttribute,spGaugeGainUp_acStart_sameAttribute	5.2		3,25	50
475	karin	雨はあまり好きじゃないわね......	Just Belive!!!	SR	cool	skill	6483	5318	4820	skillInvocationUp_probability_sameTeam	飛ばすわよ！	5,4	30	appealPlus_passive_sameTeam,skillInvocationPlus_acSuccessOnce_everyone	5		1.2	30
476	riko	曲のイメージが湧いてきて......	HAPPY PARTY TRAIN	SR	pure	voltage	7313	3821	5484	appealUp_probability_sameAttribute	終わらない旅をしよう	5,7.2	30	staminaPlus_passive_sameAttribute,voltageGain_acSuccess_none	3.2		appeal,25	30
477	shioriko	おいしいです......！	ハーモニック・ソング	UR	cool	sp	12529	5460	14137	spGaugeGainRate_probability_none	Shall we song?	sp,9	33	appealPlusAndTechniquePlus_passive_sameTeam,spGaugeGainUpAc_acStart_sameTeam	8.4,4.2		15	100
478	you	ねえ、すっごく気持ちいい風だね	チアフル☆エール	UR	smile	voltage	14456	6426	11244	voltageGain_probability_none	ワン、ツー、ジャンプ！！	appeal,42	33	appealPlusAndStaminaPlus_passive_everyone,appealUp_acSuccess_everyone	5.2,2.6		5,5	100
479	umi	もう大丈夫です！	No brand girls	SR	natural	sp	6494	4328	8857	spSkillUp_probability_none	張り切っていきましょう！	technique,,22	30	techniquePlus_passive_myself,spGaugeGainRate_acSuccess_none	7		technique,2	50
480	niko	みーんなのものなの！	ドレスに思いを馳せて	UR	cool	skill	5548	9139	17952	skillInvocationUp_probability_sameTeam	どうしたの？そんなに見つめて	5,5	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameAttribute	5.2		7	30
481	ai	なかなか上手いっしょ〜	ドレスに思いを馳せて	UR	active	sp	11566	7067	13493	spGaugeGainRate_probability_none	これからも、よろしくね	sp,9	33	appealPlus_passive_sameAttribute,spGaugeGainRate_acStart_none	5.2		technique,1	100
482	dia	ちょっとご挨拶してきます	HAPPY PARTY TRAIN	SR	elegant	skill	7085	4328	8266	skillInvocationUp_probability_sameTeam	いつでも笑顔で！	5,4	30	appealPlus_passive_everyone,skillInvocationUp_changeTeam_everyone	2.2		10,8	30
483	mari	い、一体なんなの！？	ドレスに思いを馳せて	UR	pure	voltage	10270	7026	9730	voltageUp_probability_everyone	このときを夢見て	5,6.2	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameGrade	5.2		2	100
484	rin	待って〜、ちょうちょうさ〜ん！	No brand girls	SR	natural	voltage	6980	4820	4820	voltageGain_probability_none	おいでよ！	appeal,37	30	appealPlus_passive_myself,voltagePlus_musicStart_everyone	7		3	30
485	setsuna	ここを歩いてみたいです！	Just Belive!!!	SR	active	skill	6150	2991	7480	staminaRecovery_probability_none	ダイスキパワー全開！	technique,32	33	techniquePlus_passive_myself,skillInvocationUp_acSuccess_everyone	7		10,8	30
486	kotori	あなたが結んでくれる？	ことりの衣装室へようこそ♡	UR	smile	skill	12729	5548	14361	criticalRateUp_probability_sameTeam	お手伝いしてくれる？	5,20	33	appealPlus_passive_sameTeam,appealPlus_musicStart_sameTeam	7		2.5	100
487	rina	こんな感じかな？	Check-mate	UR	pure	sp	13056	4243	15340	spGaugeGainRate_probability_none	隙ありっ！	sp,9	33	appealPlus_passive_everyone,appealUp_spSkill_everyone	4.2		5,12	100
488	kanan	キミは、どこから来たのかな？	HAPPY PARTY TRAIN	SR	smile	guard	5511	7676	6494	shieldGain_probability_none	きっとなにかが待ってるね	stamina,27	30	staminaPlus_passive_sameTeam,shieldGain_acSuccess_none	5		stamina,6.6	100
489	shizuku	続きを聞かせてください！	Just Belive!!!	SR	natural	sp	6297	4132	9251	spGaugeGainUp_probability_everyone	全力でいきます！	5,4.2	30	techniquePlus_passive_myself,staminaRecovery_spSkill_none	7		technique,6	50
490	riko	うーん、美味しい！	夜空のお姫様	UR	natural	voltage	13382	8812	1044	voltageUp_probability_everyone	あなたのもとに飛んでくよ	5,6.2	33	appealPlus_passive_sameAttribute,voltageUpAc_acStart_myself	5.2		15	100
491	rin	絶好の七夕日和	夜空のお姫様	UR	elegant	guard	10118	11097	11424	shieldGain_probability_none	逢いたかったよ	stamina,32	33	appealPlus_passive_everyone,staminaRecovery_acSuccess_none	3.2		technique,8.5	100
492	nozomi	お待たせ	Angelic Angel	SR	pure	guard	5796	7996	6195	shieldGain_probability_none	おたがいを信じて♪	stamina,27	30	staminaPlus_passive_sameAttribute,shieldGain_acSuccess_none	3.2		stamina,6	40
493	kasumi	かすみんのお願いは	夜空のお姫様	UR	cool	skill	9458	4864	12702	appealUp_probability_sameAttribute	一緒に願いを叶えましょう♪	5,7.2	33	appealPlus_passive_sameAttribute,criticalUpAc_acStart_myself	4.2		10	100
494	chika	なんだか眠くなってきちゃった	未熟DREAMER	SR	smile	voltage	6772	5079	5079	appealUp_probability_sameTeam	もっと成長したい！	5,6	30	appealPlus_passive_sameTeam,voltageGain_acSuccess_none	5		appeal,7.6	100
495	rina	気持ちを伝えられますように	虹色の心	SR	elegant	skill	5926	3723	7279	staminaRecovery_probability_none	わたしのまごころ	technique,29	30	techniquePlus_passive_sameAttribute,skillInvocationUp_changeTeam_everyone	3.2		10,8	30
496	setsuna	あなたもどうぞ	漆黒の魔法使い	UR	smile	skill	12529	6103	13493	appealUp_probability_sameTeam	私に夢中になりなさい	5,9	33	appealPlusAndTechniquePlus_passive_everyone,appealPlus_spSkillOnce_everyone	5.2,2.6		5	100
497	mari	イェーイ♪　ストラーイク！	未熟DREAMER	SR	cool	skill	6796	6596	6596	criticalRateUp_probability_sameTeam	力をあわせて	10,7	30	appealPlus_passive_sameTeam,criticalPlus_musicStart_everyone	5		3	30
498	karin	お、思ったより、あつふへ......	TWINKLE★STARRY☆NIGHT	UR	elegant	skill	12852	6103	13171	criticalRateUp_probability_sameAttribute	目がくらむようなドキドキを	5,18	33	appealPlus_passive_sameAttribute,criticalRateUp_critical_sameTeam	5.2		3,10	50
499	hanayo	口に入れたらふわっととろけて	TWINKLE★STARRY☆NIGHT	UR	cool	guard	8486	12729	11424	shieldGain_probability_none	光の速さで君に届けるよ☆	stamina,32	33	staminaPlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	5.2		stamina,10	30
500	kanata	いきま～す。そりゃっ	虹色の心	SR	elegant	sp	6997	6195	6796	spSkillUp_probability_none	溢れる愛おしさ	technique,22	30	techniquePlus_passive_myself,spSkillUp_acStart_none	7		technique,8	30
501	yoshiko	ヨハネの行き着く先こそ正義	TWINKLE★STARRY☆NIGHT	UR	natural	voltage	11016	5782	10739	voltageUp_probability_sameTeam	もっともっと熱く！	5,7.2	33	appealPlus_passive_sameAttribute,voltageUpAc_acStart_myself	4.2		10	100
502	niko	うわあっ！？	Angelic Angel	SR	cool	guard	4400	6602	5926	shieldGain_probability_none	羽ばたくわよ♪	stamina,27	30	staminaPlus_passive_sameGrade,shieldGain_musicStart_none	3.2		stamina,20	20
503	hanamaru	お、お財布が空っぽずら～～！！	未熟DREAMER	SR	elegant	voltage	6940	3893	6093	voltageGain_probability_none	楽しい未来に！	appeal,37	30	techniquePlus_passive_myself,voltageGain_acSuccess_none	7		appeal,30	30
504	maki	ここの書斎が、特にお気に入り	魅惑の司書	UR	active	skill	13922	4970	14252	criticalRateUpAndCriticalUp_probability_sameTeam	よくできました♪	5,5,15	33	appealPlus_passive_sameTeam,voltageLimitPlusCritical_musicStart_myself	7		15	
505	ruby	ん……むにゃむにゃ……	sweet little angel	UR	natural	sp	13260	5304	14586	spGaugeGainRate_probability_none	おやすみの時間だよ♡	sp,9	33	appealPlus_passive_sameAttribute,voltageGain_changeTeamTimes_none	5.2		appeal,30	100,20
506	eri	身体を大きく動かして	Angelic Angel	SR	natural	skill	6997	4396	8595	criticalUp_probability_sameTeam	胸のブレーキをかけないで♪	10,7	30	appealPlus_passive_myself,criticalPlus_musicStart_everyone	7		3	30
507	emma	果林ちゃーん！　起きてる～？	虹色の心	SR	elegant	sp	6796	4998	8194	spGaugeGainRate_probability_none	一番近くで	sp,7	30	appealPlus_passive_sameTeam,spGaugeGainRate_musicStart_none	5		appeal,8	50
508	kanan	写真よりも大きい	トロピカルバケーション	UR	smile	voltage	14035	8486	10118	voltageGainAndAppealUp_probability_sameAttribute	ふふっ♪	appeal,45,3,12	11	appealPlus_passive_sameAttribute,criticalUp_changeTeam_sameAttribute	5.2		3,10	30
509	honoka	濡れちゃわないように、と......	トロピカルバケーション	UR	pure	skill	12403	6201	14035	voltageGain_probability_none	太陽よりまぶしい笑顔	appeal,60	11	appealPlus_passive_sameAttribute,appealUp_changeTeam_sameAttribute	5.2		5,7.2	30
510	ruby	ダンスに想いを込める	未熟DREAMER	SR	cool	sp	7795	5997	6195	spGaugeGainUp_probability_sameTeam	お姉ちゃんと一緒に	3,7.6	30	staminaPlus_passive_sameTeam,spGaugeGainUp_spSkillTimes_sameTeam	5		30,9	100,1
511	kanata	ファイヤー、むにゃむにゃ......	トロピカルバケーション	UR	smile	voltage	11620	5133	10270	voltageUp_probability_sameTeam	ハンモックも最高だね～	5,10	11	appealPlus_passive_sameAttribute,skillInvocationUp_musicStart_everyone	4.2		15,10	30
512	rin	難しいにゃ～！	Angelic Angel	SR	active	sp	6433	4739	5755	spGaugeGainRate_probability_none	願いが呼んだ出会い	sp,7	30	techniquePlus_passive_myself,spGaugeGainRate_acSuccess_none	7		technique,2	50
513	kasumi	こっちもいいと思います！	虹色の心	SR	smile	skill	5926	4909	6093	skillInvocationUp_probability_sameAttribute	ずっと見ていてくださいね♪	5,3.5	30	techniquePlus_passive_myself,skillInvocationUp_changeTeam_everyone	7		10,8	30
514	kotori	はむはむ……	トロピカル☆スカッシュ	UR	active	sp	12729	5875	14035	spGaugeGainRate_probability_none	真夏のオアシス	sp,9	33	appealPlusAndTechniquePlus_passive_sameTeam,skillInvocationUp_spSkill_sameTeam	8.4,4.2		5,15	100
515	ai	いい色に焼けたでしょー！	虹色の心	SR	cool	guard	5796	7996	6195	staminaRecovery_probability_none	何度でも歌うよ！	stamina,29	30	staminaPlus_passive_everyone,staminaRecovery_acFailed_none	2.2		stamina,10	100
516	nozomi	まだまだこれからなんだから！	Summer On Stage!!	UR	natural	guard	9139	13382	10118	staminaRecovery_probability_none	希パワー狙い撃ち♡	technique,32	33	staminaPlus_passive_sameAttribute,damageReduction_musicStart_none	5.2		5,10	100
517	ayumu	すごく素敵なステージ……	Summer On Stage!!	UR	active	skill	11750	7507	13382	criticalUp_probability_sameTeam	暑さに負けないで盛り上がろう♪	5,15	33	appealPlus_passive_sameTeam,appealUp_changeTeamTimes_sameAttribute	7		5,5	100,6
518	karin	ん......美味しい！	虹色の心	SR	elegant	sp	6997	5796	7195	spGaugeGainUp_probability_sameAttribute	尽きない情熱	2,11.2	30	appealPlus_passive_sameAttribute,spGaugeGainUp_spSkillTimes_sameAttribute	3.2		10,24	100,1
